Country,Variable,Measure,Year,Value
Norway,Rail infrastructure maintenance,Constant Euro,2001,571049905.1
Norway,Rail infrastructure maintenance,Constant Euro,2000,521727078.8
Norway,Maritime port infrastructure investment,Constant Euro,2001,77786056.642054
Norway,Rail infrastructure investment,Constant Euro,2008,321687049.74202
Norway,Rail infrastructure investment,Constant Euro,2007,365848875.82509
Norway,Road infrastructure maintenance,Constant Euro,2013,1674602306.0
Norway,Rail infrastructure investment,Constant Euro,2005,252216553.36734
Norway,Rail infrastructure investment,Constant Euro,2004,314824497.5916
Norway,Rail infrastructure investment,Constant Euro,2003,281539635.28377
Norway,Rail infrastructure investment,Constant Euro,2002,258376759.70763
Norway,Rail infrastructure investment,Constant Euro,2001,297592001.90265
Norway,Rail infrastructure investment,Constant Euro,2000,563051995.96638
Norway,Total inland transport infrastructure investment,Constant Euro,2020,5020363569.3186
Norway,Total inland transport infrastructure investment,Constant Euro,2019,5479053437.2192
Norway,Total inland transport infrastructure investment,Constant Euro,2018,5254067948.6762
Norway,Total inland transport infrastructure investment,Constant Euro,2017,4918908756.5659
Norway,Total inland transport infrastructure investment,Constant Euro,2016,4947278659.4194
Norway,Rail infrastructure investment,Constant Euro,2009,421776888.89495
Norway,Total inland transport infrastructure investment,Constant Euro,2015,4840578413.5008
Norway,Total inland transport infrastructure investment,Constant Euro,2013,4259752861.8887
Norway,Total inland transport infrastructure investment,Constant Euro,2012,3564508087.9597
Norway,Total inland transport infrastructure investment,Constant Euro,2011,3239297412.247
Norway,Total inland transport infrastructure investment,Constant Euro,2010,3295770261.007
Norway,Total inland transport infrastructure investment,Constant Euro,2009,3348612041.2267
Norway,Total inland transport infrastructure investment,Constant Euro,2008,2712236690.0024
Norway,Total inland transport infrastructure investment,Constant Euro,2007,2412601154.5763
Norway,Total inland transport infrastructure investment,Constant Euro,2006,2181062377.3818
Norway,Total inland transport infrastructure investment,Constant Euro,2005,2159970832.0354
Norway,Total inland transport infrastructure investment,Constant Euro,2004,1929782671.1899
Norway,Total inland transport infrastructure investment,Constant Euro,2003,1790817030.9249
Norway,Total inland transport infrastructure investment,Constant Euro,2002,1845496405.951
Norway,Total inland transport infrastructure investment,Constant Euro,2001,1820082337.2761
Norway,Total inland transport infrastructure investment,Constant Euro,2000,1973647431.3249
Norway,Total inland transport infrastructure investment,Constant Euro,2014,4777403687.9851
Norway,Rail infrastructure investment,Constant Euro,2010,500925747.33547
Norway,Rail infrastructure investment,Constant Euro,2006,325008793.1301
Norway,Rail infrastructure investment,Constant Euro,2012,605734967.88902
Norway,Maritime port infrastructure investment,Constant Euro,2000,190936422.68924
Norway,Road infrastructure investment,Constant Euro,2020,3459237085.605
Norway,Road infrastructure investment,Constant Euro,2019,3972179368.5119
Norway,Road infrastructure investment,Constant Euro,2018,3967646113.2888
Norway,Road infrastructure investment,Constant Euro,2017,3681882774.404
Norway,Road infrastructure investment,Constant Euro,2016,3455500434.3666
Norway,Road infrastructure investment,Constant Euro,2015,3559166601.4293
Norway,Road infrastructure investment,Constant Euro,2014,3618517263.6011
Norway,Road infrastructure investment,Constant Euro,2013,3496864234.1105
Norway,Road infrastructure investment,Constant Euro,2012,2958773120.0707
Norway,Rail infrastructure investment,Constant Euro,2011,538917541.70653
Norway,Road infrastructure investment,Constant Euro,2010,2794844513.6715
Norway,Road infrastructure investment,Constant Euro,2009,2926835152.3317
Norway,Road infrastructure investment,Constant Euro,2008,2390549640.2604
Norway,Road infrastructure investment,Constant Euro,2007,2046752278.7512
Norway,Road infrastructure investment,Constant Euro,2011,2700379870.5405
Norway,Road infrastructure investment,Constant Euro,2005,1907754278.6681
Norway,Rail infrastructure investment,Constant Euro,2013,762888627.77827
Norway,Road infrastructure investment,Constant Euro,2006,1856053584.2516
Norway,Rail infrastructure investment,Constant Euro,2015,1281411812.0715
Norway,Rail infrastructure investment,Constant Euro,2016,1491778225.0527
Norway,Rail infrastructure investment,Constant Euro,2017,1237025982.1619
Norway,Rail infrastructure investment,Constant Euro,2018,1286421835.3874
Norway,Rail infrastructure investment,Constant Euro,2014,1158886424.384
Norway,Rail infrastructure investment,Constant Euro,2020,1561126483.7136
Norway,Rail infrastructure investment,Constant Euro,2019,1506874068.7073
Norway,Road infrastructure investment,Constant Euro,2004,1614958173.5983
Norway,Road infrastructure investment,Constant Euro,2003,1509277395.6411
Norway,Road infrastructure maintenance,Constant Euro,2012,1565534734.0
Norway,Road infrastructure investment,Constant Euro,2001,1522490335.3735
Norway,Road infrastructure investment,Constant Euro,2000,1410595435.3585
Norway,Road infrastructure investment,Constant Euro,2002,1587119646.2434
Sweden,Road infrastructure maintenance,Constant Euro,2000,1079051580.7899
Sweden,Road infrastructure capital value,Constant Euro,2021,58040044433.597
Sweden,Road infrastructure capital value,Constant Euro,2019,52613408865.556
Sweden,Road infrastructure capital value,Constant Euro,2018,52010352165.112
Sweden,Road infrastructure capital value,Constant Euro,2017,49738066585.898
Sweden,Road infrastructure capital value,Constant Euro,2016,47582944227.267
Sweden,Road infrastructure capital value,Constant Euro,2015,47941525469.026
Sweden,Road infrastructure capital value,Constant Euro,2014,50128458433.231
Sweden,Road infrastructure capital value,Constant Euro,2020,52188364155.812
Sweden,Rail infrastructure capital value,Constant Euro,2014,34661640022.637
Sweden,Total inland transport infrastructure investment,Constant Euro,2000,2169389596.4978
Sweden,Road infrastructure investment,Constant Euro,2010,1869502391.1725
Sweden,Road infrastructure investment,Constant Euro,2011,1959104947.6762
Sweden,Road infrastructure investment,Constant Euro,2012,2138086973.0197
Sweden,Road infrastructure investment,Constant Euro,2013,1908028148.652
Sweden,Road infrastructure investment,Constant Euro,2014,1838586106.6193
Sweden,Road infrastructure investment,Constant Euro,2015,1861457052.7554
Sweden,Road infrastructure investment,Constant Euro,2016,2080976156.7808
Sweden,Road infrastructure investment,Constant Euro,2017,2349838003.5647
Sweden,Road infrastructure investment,Constant Euro,2018,2547096313.316
Sweden,Road infrastructure investment,Constant Euro,2019,2545855037.2797
Sweden,Road infrastructure investment,Constant Euro,2020,2950339651.2529
Sweden,Road infrastructure investment,Constant Euro,2021,2659621502.3183
Sweden,Maritime port infrastructure investment,Constant Euro,2002,45814261.546922
Sweden,Maritime port infrastructure investment,Constant Euro,2003,92284716.944125
Sweden,Maritime port infrastructure investment,Constant Euro,2004,104546499.39428
Sweden,Maritime port infrastructure investment,Constant Euro,2005,49781833.119038
Sweden,Maritime port infrastructure investment,Constant Euro,2006,53914025.882852
Sweden,Maritime port infrastructure investment,Constant Euro,2007,95568843.975706
Sweden,Maritime port infrastructure investment,Constant Euro,2008,70631055.169114
Sweden,Maritime port infrastructure investment,Constant Euro,2009,92780801.848047
Sweden,Maritime port infrastructure investment,Constant Euro,2010,120355240.07045
Sweden,Maritime port infrastructure investment,Constant Euro,2011,90587886.67549
Sweden,Maritime port infrastructure investment,Constant Euro,2012,66940106.164634
Sweden,Road infrastructure investment,Constant Euro,2009,2016202834.4379
Sweden,Maritime port infrastructure investment,Constant Euro,2013,95982121.179463
Sweden,Road infrastructure investment,Constant Euro,2008,1878542512.1358
Sweden,Road infrastructure investment,Constant Euro,2006,1777388468.4721
Sweden,Rail infrastructure investment,Constant Euro,2005,1742248723.0315
Sweden,Rail infrastructure investment,Constant Euro,2006,1579407975.958
Sweden,Rail infrastructure investment,Constant Euro,2007,1713654421.3478
Sweden,Rail infrastructure investment,Constant Euro,2008,1799046041.7661
Sweden,Rail infrastructure investment,Constant Euro,2009,1957650788.7462
Sweden,Rail infrastructure investment,Constant Euro,2010,1857772456.6422
Sweden,Rail infrastructure investment,Constant Euro,2011,1627743993.7843
Sweden,Rail infrastructure investment,Constant Euro,2012,1517608804.8837
Sweden,Rail infrastructure investment,Constant Euro,2013,1317409397.5039
Sweden,Rail infrastructure investment,Constant Euro,2014,1459889825.3685
Sweden,Rail infrastructure investment,Constant Euro,2015,1630006948.5274
Sweden,Rail infrastructure investment,Constant Euro,2016,1497792913.6538
Sweden,Rail infrastructure investment,Constant Euro,2017,1509197372.7903
Sweden,Rail infrastructure investment,Constant Euro,2018,1452902086.2755
Sweden,Rail infrastructure investment,Constant Euro,2019,1720207630.7059
Sweden,Rail infrastructure investment,Constant Euro,2020,2086859426.9242
Sweden,Rail infrastructure investment,Constant Euro,2021,2073418476.7117
Sweden,Road infrastructure investment,Constant Euro,2000,1317263760.1941
Sweden,Road infrastructure investment,Constant Euro,2001,1530819696.4805
Sweden,Road infrastructure investment,Constant Euro,2002,1887770283.949
Sweden,Road infrastructure investment,Constant Euro,2003,1980011254.6365
Sweden,Road infrastructure investment,Constant Euro,2004,1975133865.1706
Sweden,Road infrastructure investment,Constant Euro,2005,1738035304.1125
Sweden,Road infrastructure investment,Constant Euro,2007,1686290473.5284
Sweden,Road infrastructure capital value,Constant Euro,2013,49893719875.441
Sweden,Maritime port infrastructure investment,Constant Euro,2014,102312266.24903
Sweden,Maritime port infrastructure investment,Constant Euro,2016,99666031.000136
Sweden,Rail infrastructure investment,Constant Euro,2001,846186691.9413
Sweden,Rail infrastructure investment,Constant Euro,2000,852125836.30368
Sweden,Total inland transport infrastructure investment,Constant Euro,2021,4733039979.03
Sweden,Total inland transport infrastructure investment,Constant Euro,2020,5037199078.1771
Sweden,Total inland transport infrastructure investment,Constant Euro,2019,4266062667.9856
Sweden,Total inland transport infrastructure investment,Constant Euro,2018,3999998399.5915
Sweden,Total inland transport infrastructure investment,Constant Euro,2017,3859035376.355
Sweden,Total inland transport infrastructure investment,Constant Euro,2016,3578769070.4347
Sweden,Total inland transport infrastructure investment,Constant Euro,2015,3491464001.2828
Sweden,Total inland transport infrastructure investment,Constant Euro,2014,3298475931.9877
Sweden,Total inland transport infrastructure investment,Constant Euro,2013,3225437546.1559
Sweden,Total inland transport infrastructure investment,Constant Euro,2012,3655695777.9033
Sweden,Total inland transport infrastructure investment,Constant Euro,2011,3586848941.4605
Sweden,Total inland transport infrastructure investment,Constant Euro,2010,3727274847.8147
Sweden,Total inland transport infrastructure investment,Constant Euro,2009,3973853623.1841
Sweden,Total inland transport infrastructure investment,Constant Euro,2008,3677588553.9019
Sweden,Total inland transport infrastructure investment,Constant Euro,2007,3399944894.8762
Sweden,Total inland transport infrastructure investment,Constant Euro,2006,3356796444.4302
Sweden,Total inland transport infrastructure investment,Constant Euro,2005,3480284027.144
Sweden,Total inland transport infrastructure investment,Constant Euro,2004,3471993744.7335
Sweden,Total inland transport infrastructure investment,Constant Euro,2003,2903168624.8069
Sweden,Total inland transport infrastructure investment,Constant Euro,2002,2858300873.1774
Sweden,Total inland transport infrastructure investment,Constant Euro,2001,2377006388.4218
Sweden,Rail infrastructure investment,Constant Euro,2002,970530589.22836
Sweden,Maritime port infrastructure investment,Constant Euro,2015,81244320.915068
Sweden,Airport infrastructure investment,Constant Euro,2021,199694546.36908
Sweden,Airport infrastructure investment,Constant Euro,2019,380202023.8295
Sweden,Maritime port infrastructure investment,Constant Euro,2017,142333514.24441
Sweden,Maritime port infrastructure investment,Constant Euro,2018,200994949.40501
Sweden,Maritime port infrastructure investment,Constant Euro,2019,218822690.82456
Sweden,Maritime port infrastructure investment,Constant Euro,2020,109112457.60662
Sweden,Airport infrastructure investment,Constant Euro,2000,454877528.51049
Sweden,Airport infrastructure investment,Constant Euro,2001,529318179.04904
Sweden,Airport infrastructure investment,Constant Euro,2002,331039855.13592
Sweden,Airport infrastructure investment,Constant Euro,2003,210626295.14306
Sweden,Airport infrastructure investment,Constant Euro,2004,110246308.54347
Sweden,Airport infrastructure investment,Constant Euro,2005,113271707.24187
Sweden,Airport infrastructure investment,Constant Euro,2006,110830858.27057
Sweden,Airport infrastructure investment,Constant Euro,2007,139381906.4954
Sweden,Airport infrastructure investment,Constant Euro,2008,126283455.53512
Sweden,Airport infrastructure investment,Constant Euro,2009,111361092.46521
Sweden,Airport infrastructure investment,Constant Euro,2010,88385879.42674
Sweden,Airport infrastructure investment,Constant Euro,2011,129524785.33425
Sweden,Airport infrastructure investment,Constant Euro,2012,390539458.51937
Sweden,Airport infrastructure investment,Constant Euro,2013,274250284.60296
Sweden,Airport infrastructure investment,Constant Euro,2014,113042048.40862
Sweden,Airport infrastructure investment,Constant Euro,2015,131273718.53119
Sweden,Airport infrastructure investment,Constant Euro,2016,242211633.47707
Sweden,Airport infrastructure investment,Constant Euro,2017,420325450.07387
Sweden,Airport infrastructure investment,Constant Euro,2018,349975866.87592
Sweden,Airport infrastructure investment,Constant Euro,2020,344837442.7077
Sweden,Road infrastructure capital value,Constant Euro,2012,50334408352.633
Sweden,Rail infrastructure investment,Constant Euro,2003,923157370.17047
Sweden,Road infrastructure capital value,Constant Euro,2010,48163369757.139
Sweden,Road infrastructure maintenance,Constant Euro,2018,1053806276.0
Sweden,Road infrastructure maintenance,Constant Euro,2019,1016785857.0
Sweden,Road infrastructure maintenance,Constant Euro,2020,1030591547.0
Sweden,Road infrastructure maintenance,Constant Euro,2021,1124306418.0
Sweden,Maritime port infrastructure maintenance,Constant Euro,2003,10236624.06
Sweden,Maritime port infrastructure maintenance,Constant Euro,2004,16949432.47
Sweden,Maritime port infrastructure maintenance,Constant Euro,2005,16882534.71
Sweden,Maritime port infrastructure maintenance,Constant Euro,2006,27025258.54
Sweden,Maritime port infrastructure maintenance,Constant Euro,2007,32923851.07
Sweden,Maritime port infrastructure maintenance,Constant Euro,2008,32149307.87
Sweden,Maritime port infrastructure maintenance,Constant Euro,2009,29197599.54
Sweden,Maritime port infrastructure maintenance,Constant Euro,2010,30794016.5
Sweden,Maritime port infrastructure maintenance,Constant Euro,2011,28039107.78
Sweden,Maritime port infrastructure maintenance,Constant Euro,2012,18983015.18
Sweden,Maritime port infrastructure maintenance,Constant Euro,2013,18736235.98
Sweden,Maritime port infrastructure maintenance,Constant Euro,2014,17774588.63
Sweden,Maritime port infrastructure maintenance,Constant Euro,2015,23197391.63
Sweden,Maritime port infrastructure maintenance,Constant Euro,2016,25812027.06
Sweden,Maritime port infrastructure maintenance,Constant Euro,2017,23311477.44
Sweden,Road infrastructure maintenance,Constant Euro,2017,1024164601.0
Sweden,Maritime port infrastructure maintenance,Constant Euro,2018,30233777.64
Sweden,Road infrastructure maintenance,Constant Euro,2016,1127090063.0
Sweden,Road infrastructure maintenance,Constant Euro,2014,1003180441.0
Sweden,Rail infrastructure maintenance,Constant Euro,2017,665895947.4
Sweden,Rail infrastructure maintenance,Constant Euro,2018,728057212.6
Sweden,Rail infrastructure maintenance,Constant Euro,2019,676131375.7
Sweden,Rail infrastructure maintenance,Constant Euro,2020,664840086.8
Sweden,Rail infrastructure maintenance,Constant Euro,2021,698165281.4
Sweden,Road infrastructure maintenance,Constant Euro,2000,1079051581.0
Sweden,Road infrastructure maintenance,Constant Euro,2001,1147293869.0
Sweden,Road infrastructure maintenance,Constant Euro,2002,1172876911.0
Sweden,Road infrastructure maintenance,Constant Euro,2003,1069882315.0
Sweden,Road infrastructure maintenance,Constant Euro,2004,1037965245.0
Sweden,Road infrastructure maintenance,Constant Euro,2005,1054797681.0
Sweden,Road infrastructure maintenance,Constant Euro,2006,1022319124.0
Sweden,Road infrastructure maintenance,Constant Euro,2007,991046349.9
Sweden,Road infrastructure maintenance,Constant Euro,2008,1005396537.0
Sweden,Road infrastructure maintenance,Constant Euro,2009,1008041092.0
Sweden,Road infrastructure maintenance,Constant Euro,2010,980472082.7
Sweden,Road infrastructure maintenance,Constant Euro,2011,877726240.3
Sweden,Road infrastructure maintenance,Constant Euro,2012,926726378.5
Sweden,Road infrastructure capital value,Constant Euro,2011,49450996483.179
Sweden,Road infrastructure maintenance,Constant Euro,2015,1183601475.0
Sweden,Rail infrastructure maintenance,Constant Euro,2016,664865139.4
Sweden,Maritime port infrastructure maintenance,Constant Euro,2019,27301636.84
Sweden,Airport infrastructure maintenance,Constant Euro,2001,55985576.63
Sweden,Total road spending,Constant Euro,2003,3049893569.7299
Sweden,Total road spending,Constant Euro,2004,3013099110.233
Sweden,Total road spending,Constant Euro,2005,2792832985.5622
Sweden,Total road spending,Constant Euro,2006,2799707592.1748
Sweden,Total road spending,Constant Euro,2007,2677336823.3891
Sweden,Total road spending,Constant Euro,2008,2883939049.1637
Sweden,Total road spending,Constant Euro,2009,3024243926.0379
Sweden,Total road spending,Constant Euro,2010,2849974473.8558
Sweden,Total road spending,Constant Euro,2011,2836831187.9956
Sweden,Total road spending,Constant Euro,2012,3064813351.5642
Sweden,Total road spending,Constant Euro,2013,2897213753.6842
Sweden,Total road spending,Constant Euro,2014,2841766547.722
Sweden,Total road spending,Constant Euro,2015,3045058527.9812
Sweden,Total road spending,Constant Euro,2016,3208066219.8247
Sweden,Total road spending,Constant Euro,2017,3374002604.9785
Sweden,Total road spending,Constant Euro,2018,3600902589.3652
Sweden,Total road spending,Constant Euro,2019,3562640894.3377
Sweden,Total road spending,Constant Euro,2020,3980931198.6908
Sweden,Total road spending,Constant Euro,2021,3783927919.9001
Sweden,Total road spending,Constant Euro,2002,3060647195.0096
Sweden,Maritime port infrastructure maintenance,Constant Euro,2020,26297919.23
Sweden,Total road spending,Constant Euro,2001,2678113565.9578
Sweden,Airport infrastructure maintenance,Constant Euro,2021,21347590.21
Sweden,Airport infrastructure maintenance,Constant Euro,2002,44223488.58
Sweden,Airport infrastructure maintenance,Constant Euro,2003,44358704.28
Sweden,Airport infrastructure maintenance,Constant Euro,2004,50548307.45
Sweden,Airport infrastructure maintenance,Constant Euro,2005,45885863.57
Sweden,Airport infrastructure maintenance,Constant Euro,2006,45315079.98
Sweden,Airport infrastructure maintenance,Constant Euro,2007,38304402.61
Sweden,Airport infrastructure maintenance,Constant Euro,2008,39334191.07
Sweden,Airport infrastructure maintenance,Constant Euro,2009,39573605.99
Sweden,Airport infrastructure maintenance,Constant Euro,2010,29618672.36
Sweden,Airport infrastructure maintenance,Constant Euro,2011,17708910.18
Sweden,Airport infrastructure maintenance,Constant Euro,2012,17095814.84
Sweden,Airport infrastructure maintenance,Constant Euro,2013,15558745.67
Sweden,Airport infrastructure maintenance,Constant Euro,2014,12138743.45
Sweden,Airport infrastructure maintenance,Constant Euro,2015,13148751.94
Sweden,Airport infrastructure maintenance,Constant Euro,2016,13590822.41
Sweden,Airport infrastructure maintenance,Constant Euro,2017,13863653.98
Sweden,Airport infrastructure maintenance,Constant Euro,2018,14022903.45
Sweden,Airport infrastructure maintenance,Constant Euro,2019,18251234.09
Sweden,Airport infrastructure maintenance,Constant Euro,2020,15396236.35
Sweden,Total road spending,Constant Euro,2000,2396315340.984
Sweden,Rail infrastructure maintenance,Constant Euro,2015,668088085.9
Sweden,Road infrastructure maintenance,Constant Euro,2013,989185605.0
Sweden,Rail infrastructure maintenance,Constant Euro,2013,605246163.5
Sweden,Rail infrastructure maintenance,Constant Euro,2014,673689423.5
Sweden,Rail infrastructure capital value,Constant Euro,2007,30261759147.374
Sweden,Rail infrastructure capital value,Constant Euro,2006,29467086197.086
Sweden,Rail infrastructure capital value,Constant Euro,2005,26664592770.241
Sweden,Rail infrastructure capital value,Constant Euro,2004,25908932472.559
Sweden,Rail infrastructure capital value,Constant Euro,2003,25081279961.402
Sweden,Rail infrastructure capital value,Constant Euro,2002,23961654175.525
Sweden,Rail infrastructure capital value,Constant Euro,2001,23432672799.248
Sweden,Rail infrastructure capital value,Constant Euro,2000,22875551499.567
Sweden,Total inland transport infrastructure capital value,Constant Euro,2021,106719485821.09
Sweden,Total inland transport infrastructure capital value,Constant Euro,2020,94915980146.91
Sweden,Total inland transport infrastructure capital value,Constant Euro,2019,94946089686.556
Sweden,Total inland transport infrastructure capital value,Constant Euro,2018,94147685224.691
Sweden,Total inland transport infrastructure capital value,Constant Euro,2017,89524802341.473
Sweden,Total inland transport infrastructure capital value,Constant Euro,2016,84753316740.119
Sweden,Total inland transport infrastructure capital value,Constant Euro,2015,83406488855.631
Sweden,Total inland transport infrastructure capital value,Constant Euro,2014,84790098455.867
Sweden,Total inland transport infrastructure capital value,Constant Euro,2013,84211710942.358
Sweden,Total inland transport infrastructure capital value,Constant Euro,2012,84399595612.642
Sweden,Rail infrastructure capital value,Constant Euro,2009,32708671211.713
Sweden,Total inland transport infrastructure capital value,Constant Euro,2011,83438368266.08
Sweden,Rail infrastructure capital value,Constant Euro,2010,33304786657.074
Sweden,Rail infrastructure capital value,Constant Euro,2012,34065187260.01
Sweden,Road infrastructure capital value,Constant Euro,2009,46977972451.982
Sweden,Road infrastructure capital value,Constant Euro,2008,47558324998.991
Sweden,Road infrastructure capital value,Constant Euro,2007,45780550865.242
Sweden,Road infrastructure capital value,Constant Euro,2006,46531080125.815
Sweden,Road infrastructure capital value,Constant Euro,2005,46285561187.228
Sweden,Road infrastructure capital value,Constant Euro,2004,44776800706.141
Sweden,Road infrastructure capital value,Constant Euro,2003,43913566232.588
Sweden,Road infrastructure capital value,Constant Euro,2002,43032476853.619
Sweden,Road infrastructure capital value,Constant Euro,2001,43355000689.609
Sweden,Road infrastructure capital value,Constant Euro,2000,43482871593.81
Sweden,Rail infrastructure capital value,Constant Euro,2021,48679441387.49
Sweden,Rail infrastructure capital value,Constant Euro,2020,42727615991.098
Sweden,Rail infrastructure capital value,Constant Euro,2019,42332680821.0
Sweden,Rail infrastructure capital value,Constant Euro,2018,42137333059.579
Sweden,Rail infrastructure capital value,Constant Euro,2017,39786735755.576
Sweden,Rail infrastructure capital value,Constant Euro,2016,37170372512.852
Sweden,Rail infrastructure capital value,Constant Euro,2015,35464963386.605
Sweden,Rail infrastructure investment,Constant Euro,2004,1496859879.5629
Sweden,Rail infrastructure capital value,Constant Euro,2013,34317991066.917
Sweden,Rail infrastructure capital value,Constant Euro,2011,33987371782.901
Sweden,Total inland transport infrastructure capital value,Constant Euro,2010,81468156414.214
Sweden,Rail infrastructure capital value,Constant Euro,2008,32955963231.183
Sweden,Total inland transport infrastructure capital value,Constant Euro,2008,80514288230.174
Sweden,Road infrastructure maintenance,Constant Euro,2016,1127090063.0438
Sweden,Road infrastructure maintenance,Constant Euro,2017,1024164601.4138
Sweden,Road infrastructure maintenance,Constant Euro,2018,1053806276.0492
Sweden,Road infrastructure maintenance,Constant Euro,2019,1016785857.0579
Sweden,Road infrastructure maintenance,Constant Euro,2020,1030591547.4379
Sweden,Road infrastructure maintenance,Constant Euro,2021,1124306417.5818
Sweden,Rail infrastructure maintenance,Constant Euro,2000,440512975.0
Sweden,Rail infrastructure maintenance,Constant Euro,2001,457078725.3
Sweden,Rail infrastructure maintenance,Constant Euro,2002,541976351.0
Sweden,Rail infrastructure maintenance,Constant Euro,2003,644442015.0
Sweden,Rail infrastructure maintenance,Constant Euro,2004,432788008.6
Sweden,Rail infrastructure maintenance,Constant Euro,2005,420188973.5
Sweden,Rail infrastructure maintenance,Constant Euro,2006,404232352.0
Sweden,Rail infrastructure maintenance,Constant Euro,2007,411637814.3
Sweden,Rail infrastructure maintenance,Constant Euro,2008,446412624.2
Sweden,Rail infrastructure maintenance,Constant Euro,2009,487455130.9
Sweden,Rail infrastructure maintenance,Constant Euro,2010,560756689.8
Sweden,Rail infrastructure maintenance,Constant Euro,2011,576186637.1
Sweden,Total inland transport infrastructure capital value,Constant Euro,2009,79686643663.695
Sweden,Road infrastructure maintenance,Constant Euro,2015,1183601475.2258
Sweden,Road infrastructure maintenance,Constant Euro,2014,1003180441.1028
Sweden,Rail infrastructure maintenance,Constant Euro,2012,592325579.5
Sweden,Road infrastructure maintenance,Constant Euro,2012,926726378.54455
Sweden,Road infrastructure maintenance,Constant Euro,2013,989185605.03218
Sweden,Total inland transport infrastructure capital value,Constant Euro,2006,75998166322.901
Sweden,Total inland transport infrastructure capital value,Constant Euro,2005,72950153957.469
Sweden,Total inland transport infrastructure capital value,Constant Euro,2004,70685733178.7
Sweden,Total inland transport infrastructure capital value,Constant Euro,2003,68994846193.991
Sweden,Total inland transport infrastructure capital value,Constant Euro,2002,66994131029.145
Sweden,Total inland transport infrastructure capital value,Constant Euro,2001,66787673488.857
Sweden,Total inland transport infrastructure capital value,Constant Euro,2000,66358423093.377
Sweden,Road infrastructure maintenance,Constant Euro,2001,1147293869.4773
Sweden,Total inland transport infrastructure capital value,Constant Euro,2007,76042310012.616
Sweden,Road infrastructure maintenance,Constant Euro,2003,1069882315.0934
Sweden,Road infrastructure maintenance,Constant Euro,2004,1037965245.0623
Sweden,Road infrastructure maintenance,Constant Euro,2005,1054797681.4498
Sweden,Road infrastructure maintenance,Constant Euro,2006,1022319123.7027
Sweden,Road infrastructure maintenance,Constant Euro,2007,991046349.86067
Sweden,Road infrastructure maintenance,Constant Euro,2008,1005396537.0279
Sweden,Road infrastructure maintenance,Constant Euro,2009,1008041091.6
Sweden,Road infrastructure maintenance,Constant Euro,2010,980472082.68333
Sweden,Road infrastructure maintenance,Constant Euro,2011,877726240.31941
Sweden,Road infrastructure maintenance,Constant Euro,2002,1172876911.0606
Switzerland,Total road spending,Constant Euro,2008,6780376084.8602
Switzerland,Total road spending,Constant Euro,2007,6649935274.8884
Switzerland,Total road spending,Constant Euro,2002,7205585356.7153
Switzerland,Total road spending,Constant Euro,2005,7064486188.2217
Switzerland,Total road spending,Constant Euro,2004,7055528848.4525
Switzerland,Total road spending,Constant Euro,2003,7308153302.7533
Switzerland,Total road spending,Constant Euro,2006,6842686063.2614
Switzerland,Total road spending,Constant Euro,2009,7220286173.2463
Switzerland,Total road spending,Constant Euro,2013,7022777611.7942
Switzerland,Total road spending,Constant Euro,2011,7130026501.76
Switzerland,Total road spending,Constant Euro,2012,7155747784.133
Switzerland,Total road spending,Constant Euro,2014,6882686522.6725
Switzerland,Total road spending,Constant Euro,2015,6987042110.6445
Switzerland,Total road spending,Constant Euro,2016,6802047246.4918
Switzerland,Total road spending,Constant Euro,2017,6912505086.9954
Switzerland,Total road spending,Constant Euro,2018,6894640075.2964
Switzerland,Total road spending,Constant Euro,2001,6983029919.7422
Switzerland,Total road spending,Constant Euro,2010,7366519106.706
Switzerland,Total road spending,Constant Euro,2000,6149658395.1512
Switzerland,Road infrastructure maintenance,Constant Euro,2010,2717553863.0589
Switzerland,Road infrastructure maintenance,Constant Euro,2019,2711866719.534
Switzerland,Road infrastructure maintenance,Constant Euro,2000,1351722811.5472
Switzerland,Road infrastructure maintenance,Constant Euro,2001,2358308820.2078
Switzerland,Road infrastructure maintenance,Constant Euro,2002,2434226758.903
Switzerland,Road infrastructure maintenance,Constant Euro,2003,2580418105.0319
Switzerland,Road infrastructure maintenance,Constant Euro,2004,2476443900.4502
Switzerland,Road infrastructure maintenance,Constant Euro,2005,2505620082.4279
Switzerland,Road infrastructure maintenance,Constant Euro,2006,2472877260.8432
Switzerland,Road infrastructure maintenance,Constant Euro,2007,2295610388.5291
Switzerland,Road infrastructure maintenance,Constant Euro,2020,2749854134.0356
Switzerland,Road infrastructure maintenance,Constant Euro,2008,2453987494.5488
Switzerland,Road infrastructure maintenance,Constant Euro,2011,2630717470.4822
Switzerland,Road infrastructure maintenance,Constant Euro,2012,2744011376.7523
Switzerland,Road infrastructure maintenance,Constant Euro,2013,2750510383.8511
Switzerland,Road infrastructure maintenance,Constant Euro,2014,2745603578.9223
Switzerland,Road infrastructure maintenance,Constant Euro,2015,2761333832.8962
Switzerland,Road infrastructure maintenance,Constant Euro,2016,2753896534.3386
Switzerland,Road infrastructure maintenance,Constant Euro,2017,2820344698.3889
Switzerland,Road infrastructure maintenance,Constant Euro,2018,2789433358.8668
Switzerland,Road infrastructure maintenance,Constant Euro,2009,2725610848.7258
Switzerland,Rail infrastructure maintenance,Constant Euro,2008,723624001.1
Switzerland,Road infrastructure investment,Constant Euro,2009,4494675324.5205
Switzerland,Total inland transport infrastructure investment,Constant Euro,2001,7373867015.2978
Switzerland,Airport infrastructure investment,Constant Euro,2005,171369937.66818
